SalmGenRowID,FishTagID,BestEstimate,Prob1,2ndBestEstimate,Prob2,Comments
1848,2019Ad_plus-F_283,F,0.999899983,,0,
2062,2019Ad_plus-F_284,F,0.998899996,,0,
2063,2019Ad_plus-F_285,F,0.998300016,,0,
2064,2019Ad_plus-F_500,F,0.994700015,,0,
2065,2019Ad_plus-F_501,F,0.99940002,,0,
2066,2019Ad_plus-F_502,F,1,,0,
2067,2019Ad_plus-F_503,F,0.604300022,LF,0.395700008,
2068,2019Ad_plus-F_504,LF,0.980599999,F,0.019400001,
2069,2019Ad_plus-F_505,F,0.999800026,,0,
2070,2019Ad_plus-F_506,F,0.99180001,,0,
2071,2019Ad_plus-F_507,LF,0.994499981,,0,
2072,2019Ad_plus-F_508,F,0.773599982,LF,0.226400003,
2073,2019Ad_plus-F_509,LF,0.848800004,F,0.151199996,
2074,2019Ad_plus-F_510,F,0.609600008,LF,0.390399992,
2075,2019Ad_plus-F_511,F,0.978500009,LF,0.021500001,
2076,2019Ad_plus-F_512,F,0.999899983,,0,
2077,2019Ad_plus-F_513,F,1,,0,
2085,2019Ad_plus-S_001,S,1,,0,
2086,2019Ad_plus-S_002,F,0.808600008,LF,0.191400006,
2087,2019Ad_plus-S_003,F,1,,0,
2088,2019Ad_plus-S_004,F,1,,0,
2089,2019Ad_plus-S_005,F,0.996500015,,0,
2090,2019Ad_plus-S_006,F,0.989199996,LF,0.0108,
2091,2019Ad_plus-S_007,F,1,,0,
2092,2019Ad_plus-S_008,F,0.91869998,LF,0.081200004,
2093,2019Ad_plus-S_009,F,0.994599998,,0,
2094,2019Ad_plus-S_010,F,0.885800004,LF,0.081200004,
2095,2019Ad_plus-S_011,F,0.815699995,LF,0.184300005,
2096,2019Ad_plus-S_012,F,0.999499977,,0,
2097,2019Ad_plus-S_013,F,0.996399999,,0,
2098,2019Ad_plus-S_014,F,0.593599975,LF,0.406399995,
2099,2019Ad_plus-S_015,F,0.998199999,,0,
2100,2019Ad_plus-S_016,F,1,,0,
2101,2019Ad_plus-S_017,F,0.99150002,,0,
2102,2019Ad_plus-S_018,F,1,,0,
2103,2019Ad_plus-S_019,F,0.998000026,,0,
2104,2019Ad_plus-S_020,F,0.99180001,,0,
2105,2019Ad_plus-S_021,F,1,,0,
2106,2019Ad_plus-S_022,F,0.999899983,,0,
2107,2019Ad_plus-S_023,S,1,,0,
2108,2019Ad_plus-S_024,F,0.924300015,LF,0.0757,
2109,2019Ad_plus-S_025,F,0.507099986,LF,0.492900014,
2110,2019Ad_plus-S_026,S,0.638499975,F,0.285699993,
2111,2019Ad_plus-S_027,F,0.999100029,,0,
2112,2019Ad_plus-S_028,F,1,,0,
2113,2019Ad_plus-S_029,F,0.976499975,LF,0.023499999,
2114,2019Ad_plus-S_030,F,0.946799994,LF,0.053199999,
2115,2019Ad_plus-S_031,F,0.995999992,,0,
2116,2019Ad_plus-S_032,F,0.959599972,LF,0.037099998,
2117,2019Ad_plus-S_033,F,1,,0,
2118,2019Ad_plus-S_034,F,0.995700002,,0,
2119,2019Ad_plus-S_035,F,0.874300003,LF,0.1219,
2120,2019Ad_plus-S_036,F,0.635699987,LF,0.364300013,
2121,2019Ad_plus-S_037,F,0.888100028,LF,0.111900002,
2122,2019Ad_plus-S_038,F,1,,0,
2123,2019Ad_plus-S_039,F,0.99940002,,0,
2124,2019Ad_plus-S_040,F,1,,0,
2125,2019Ad_plus-S_041,F,0.875100017,LF,0.124799997,
2126,2019Ad_plus-S_042,F,0.841499984,LF,0.147799999,
2127,2019Ad_plus-S_043,F,1,,0,
2128,2019Ad_plus-S_044,LF,0.767099977,F,0.232899994,
2129,2019Ad_plus-S_045,F,0.989799976,LF,0.0102,
2130,2019Ad_plus-S_046,F,0.986599982,LF,0.0134,
2131,2019Ad_plus-S_047,F,0.986899972,LF,0.0131,
2132,2019Ad_plus-S_048,F,1,,0,
2133,2019Ad_plus-S_049,F,0.999899983,,0,
2134,2019Ad_plus-S_050,F,1,,0,
2135,2019Ad_plus-S_051,F,0.999899983,,0,
2136,2019Ad_plus-S_052,F,1,,0,
2137,2019Ad_plus-S_053,F,1,,0,
1378,2019Ad_plus-S_054,F,1,,0,
1387,2019Ad_plus-S_055,F,0.977299988,LF,0.022500001,
2138,2019Ad_plus-S_056,LF,0.988200009,F,0.0118,
2139,2019Ad_plus-S_057,F,0.999599993,,0,
2140,2019Ad_plus-S_058,F,1,,0,
2141,2019Ad_plus-S_059,F,0.998600006,,0,
2142,2019Ad_plus-S_060,F,0.548900008,LF,0.451099992,
2143,2019Ad_plus-S_061,F,1,,0,
1431,2019Ad_plus-S_062,LF,0.827000022,S,0.092500001,Spring run from Deer Creek
2144,2019Ad_plus-S_064,F,0.998000026,,,
2145,2019Ad_plus-S_065,F,0.999899983,,0,
2146,2019Ad_plus-S_066,F,0.730599999,LF,0.269400001,
2147,2019Ad_plus-S_067,F,1,,0,
2148,2019Ad_plus-S_068,F,0.815100014,LF,0.184900001,
2149,2019Ad_plus-S_069,LF,0.600000024,F,0.400000006,
2150,2019Ad_plus-S_070,LF,0.970600009,F,0.029200001,
2151,2019Ad_plus-S_071,F,0.999899983,,0,
2152,2019Ad_plus-S_072,F,0.826600015,LF,0.1734,
2153,2019Ad_plus-S_073,F,0.999800026,,0,
2154,2019Ad_plus-S_074,,0,,0,CODEUNK
2155,2019Ad_plus-S_075,F,0.999899983,,0,
2156,2019Ad_plus-S_076,F,0.99940002,,0,
2157,2019Ad_plus-S_077,F,0.999800026,,0,
2158,2019Ad_plus-S_078,F,0.999899983,,0,
2159,2019Ad_plus-S_079,F,0.938000023,LF,0.061999999,
2160,2019Ad_plus-S_080,F,0.994300008,,0,
2161,2019Ad_plus-S_081,F,0.999100029,,0,
2162,2019Ad_plus-S_082,F,0.995599985,,0,
2163,2019Ad_plus-S_083,F,0.999800026,,0,
2164,2019Ad_plus-S_084,F,0.889599979,LF,0.110399999,
2165,2019Ad_plus-S_085,F,1,,0,
2166,2019Ad_plus-S_086,F,1,,0,
2167,2019Ad_plus-S_087,F,0.959500015,LF,0.0405,
2168,2019Ad_plus-S_088,F,0.999899983,,0,
2169,2019Ad_plus-S_089,F,0.99940002,,0,
2170,2019Ad_plus-S_090,F,0.998000026,,0,
2171,2019Ad_plus-S_091,F,0.917599976,LF,0.082400002,
2172,2019Ad_plus-S_092,F,0.994300008,,0,
2173,2019Ad_plus-S_093,F,0.998300016,,0,
2174,2019Ad_plus-S_094,F,0.999300003,,0,
2175,2019Ad_plus-S_095,F,0.999899983,,0,
2176,2019Ad_plus-S_096,F,0.996100008,,0,
2177,2019Ad_plus-S_097,F,0.99940002,,0,
2178,2019Ad_plus-S_098,F,0.99940002,,0,
2179,2019Ad_plus-S_099,F,0.83890003,LF,0.1611,
2180,2019Ad_plus-S_100,F,0.996900022,,0,
2181,2019Ad_plus-S_101,LF,0.749199986,F,0.250400007,
2182,2019Ad_plus-S_102,F,0.997600019,,0,
2183,2019Ad_plus-S_103,S,1,,0,
2184,2019Ad_plus-S_104,LF,0.907199979,F,0.089299999,
2185,2019Ad_plus-S_105,LF,0.628000021,F,0.372000009,
2186,2019Ad_plus-S_106,F,1,,0,
2187,2019Ad_plus-S_107,F,0.995000005,,0,
2188,2019Ad_plus-S_108,F,0.737999976,LF,0.231000006,
2189,2019Ad_plus-S_109,F,0.997500002,,0,
2190,2019Ad_plus-S_110,F,0.999899983,,0,
2191,2019Ad_plus-S_111,F,0.999000013,,0,
2192,2019Ad_plus-S_112,F,0.974699974,LF,0.0253,
2193,2019Ad_plus-S_113,F,0.997300029,,0,
2194,2019Ad_plus-S_114,F,0.999599993,,0,
2195,2019Ad_plus-S_115,F,0.792100012,S,0.109200001,
2196,2019Ad_plus-S_116,F,0.99940002,,0,
2197,2019Ad_plus-S_117,F,0.978600025,LF,0.021400001,
2198,2019Ad_plus-S_118,F,0.980000019,LF,0.02,
2199,2019Ad_plus-S_119,LF,0.556299984,F,0.443699986,
2200,2019Ad_plus-S_120,F,0.987699986,S,0.007,
2201,2019Ad_plus-S_121,LF,0.996599972,,0,
2202,2019Ad_plus-S_122,S,1,,0,
2203,2019Ad_plus-S_123,F,0.993099988,,0,
2204,2019Ad_plus-S_124,S,0.999800026,,0,
2205,2019Ad_plus-S_125,F,0.996200025,,0,
2206,2019Ad_plus-S_126,F,0.952300012,LF,0.047699999,
2207,2019Ad_plus-S_127,F,0.887899995,LF,0.112000003,
2208,2019Ad_plus-S_128,F,0.99000001,,0,
2209,2019Ad_plus-S_129,F,0.863200009,S,0.136500001,
2210,2019Ad_plus-S_130,F,0.940299988,LF,0.059700001,
2211,2019Ad_plus-S_131,LF,0.965399981,F,0.034600001,
2212,2019Ad_plus-S_132,F,1,,0,
2213,2019Ad_plus-S_133,F,0.976800025,LF,0.022500001,
2214,2019Ad_plus-S_134,F,1.902699947,LF,0.0973,
2215,2019Ad_plus-S_135,F,0.999100029,,0,
2216,2019Ad_plus-S_136,F,0.999899983,,0,
2217,2019Ad_plus-S_137,F,0.997500002,,0,
2218,2019Ad_plus-S_138,F,0.999599993,,0,
2219,2019Ad_plus-S_139,F,0.978200018,S,0.019400001,
2220,2019Ad_plus-S_140,F,0.949699998,LF,0.050299998,
2221,2019Ad_plus-S_141,F,0.999899983,,0,
2222,2019Ad_plus-S_142,F,0.989799976,LF,0.0102,
2223,2019Ad_plus-S_143,F,0.986299992,LF,0.0137,
2224,2019Ad_plus-S_144,F,1,,0,
2225,2019Ad_plus-S_145,F,0.859200001,LF,0.1237,
2226,2019Ad_plus-S_146,F,0.945299983,LF,0.054699998,
2227,2019Ad_plus-S_147,F,1,,0,
2228,2019Ad_plus-S_148,F,1,,0,
2229,2019Ad_plus-S_149,F,0.997099996,,0,
2230,2019Ad_plus-S_150,LF,0.80309999,F,0.196899995,
2231,2019Ad_plus-S_151,F,0.965200007,LF,0.0348,
2232,2019Ad_plus-S_152,F,1,,0,
2233,2019Ad_plus-S_153,F,0.999599993,,0,
2234,2019Ad_plus-S_154,F,0.99970001,,0,
2235,2019Ad_plus-S_155,F,0.99970001,,0,
2236,2019Ad_plus-S_156,F,1,,0,
2237,2019Ad_plus-S_157,F,1,,0,
2238,2019Ad_plus-S_158,F,0.949500024,LF,0.045499999,
2239,2019Ad_plus-S_159,LF,0.996299982,,0,
2240,2019Ad_plus-S_160,F,0.986299992,LF,0.0137,
2241,2019Ad_plus-S_161,F,0.932600021,LF,0.067400001,
1396,2019Ad_plus-S_162,F,0.987600029,LF,0.0124,
1401,2019Ad_plus-S_163,F,0.999000013,,0,
1348,2019Ad_plus-S_164,F,0.99970001,,0,
1361,2019Ad_plus-S_165,F,0.979300022,LF,0.0207,
1367,2019Ad_plus-S_166,F,0.997399986,,0,
1380,2019Ad_plus-S_167,F,0.999499977,,0,
1424,2019Ad_plus-S_168,LF,0.897700012,F,0.102300003,
1398,2019Ad_plus-S_169,F,0.995899975,,0,
1403,2019Ad_plus-S_170,F,0.999899983,,0,
1410,2019Ad_plus-S_171,F,0.860199988,LF,0.139799997,
1426,2019Ad_plus-S_172,LF,0.93599999,F,0.064000003,
1362,2019Ad_plus-S_173,F,0.999899983,,0,
1368,2019Ad_plus-S_174,F,0.998600006,,0,
1381,2019Ad_plus-S_175,F,0.999199986,,0,
1390,2019Ad_plus-S_176,F,1,,0,
1430,2019Ad_plus-S_177,LF,0.783200026,F,0.216800004,
1404,2019Ad_plus-S_178,F,1,,0,
1411,2019Ad_plus-S_179,F,0.865199983,LF,0.134399995,
1349,2019Ad_plus-S_180,F,0.631200016,LF,0.368800014,
1425,2019Ad_plus-S_181,LF,0.997799993,,0,
1369,2019Ad_plus-S_182,F,0.999800026,,0,
1433,2019Ad_plus-S_183,S,0.980700016,LF,0.0184,Spring run from Deer Creek
1391,2019Ad_plus-S_184,F,1,,0,
1432,2019Ad_plus-S_185,LF,0.971899986,F,0.028100001,
1405,2019Ad_plus-S_186,F,0.988799989,LF,0.0112,
1412,2019Ad_plus-S_187,F,0.541400015,S,0.449999988,Spring run from Deer Creek
1351,2019Ad_plus-S_188,F,1,,0,
1363,2019Ad_plus-S_189,F,0.999499977,,0,
1370,2019Ad_plus-S_190,F,1,,0,
1382,2019Ad_plus-S_191,F,0.995999992,,0,
1392,2019Ad_plus-S_192,F,0.983500004,LF,0.0165,
1399,2019Ad_plus-S_193,F,0.999800026,,0,
1406,2019Ad_plus-S_194,F,0.897400022,LF,0.102600001,
1413,2019Ad_plus-S_195,F,0.984600008,LF,0.0154,
1352,2019Ad_plus-S_196,F,0.986800015,LF,0.0132,
1429,2019Ad_plus-S_197,LF,0.567600012,F,0.432399988,
1371,2019Ad_plus-S_198,F,0.746999979,LF,0.252000004,
2243,2019Ad_plus-S_199,F,0.976300001,LF,0.023700001,
2244,2019Ad_plus-S_200,F,0.998600006,,0,
2245,2019Ad_plus-S_201,F,0.997500002,,0,
2246,2019Ad_plus-S_202,F,0.90079999,LF,0.099200003,
2247,2019Ad_plus-S_203,F,1,,0,
1383,2019Ad_plus-S_204,F,0.998199999,,0,
1393,2019Ad_plus-S_205,F,0.999899983,,0,
1421,2019Ad_plus-S_206,LF,0.961000025,F,0.039000001,
1418,2019Ad_plus-S_207,LF,0.798099995,F,0.201900005,
1414,2019Ad_plus-S_208,F,1,,0,
1353,2019Ad_plus-S_209,F,0.980700016,LF,0.019300001,
1364,2019Ad_plus-S_210,F,0.521799982,S,0.478199989,Spring run from Deer Creek
1372,2019Ad_plus-S_211,F,0.994499981,,0,
2248,2019Ad_plus-S_212,F,0.997399986,,0,
1384,2019Ad_plus-S_213,F,0.757600009,LF,0.2421,
1419,2019Ad_plus-S_214,LF,0.896700025,F,0.103299998,
1422,2019Ad_plus-S_215,LF,0.725300014,F,0.274699986,
1407,2019Ad_plus-S_216,F,0.999800026,,0,
1415,2019Ad_plus-S_217,F,0.997600019,,0,
1354,2019Ad_plus-S_218,F,0.984499991,LF,0.0155,
1365,2019Ad_plus-S_219,F,0.929400027,LF,0.070500001,
1376,2019Ad_plus-S_220,F,0.995299995,,0,
1385,2019Ad_plus-S_221,F,0.999599993,,0,
1394,2019Ad_plus-S_222,F,0.525900006,LF,0.474099994,
1423,2019Ad_plus-S_223,LF,0.881200016,F,0.116800003,
1420,2019Ad_plus-S_224,LF,0.896899998,F,0.103100002,
1416,2019Ad_plus-S_225,F,0.999599993,,0,
1355,2019Ad_plus-S_226,F,0.958999991,LF,0.040399998,
1428,2019Ad_plus-S_227,LF,0.932099998,F,0.067900002,
1377,2019Ad_plus-S_228,F,0.891499996,LF,0.108499996,
1386,2019Ad_plus-S_229,F,1,,0,
2249,2019Ad_plus-S_230,F,0.983200014,LF,0.016799999,
1395,2019Ad_plus-S_231,F,0.998099983,,0,
1400,2019Ad_plus-S_232,F,0.997099996,,0,
1408,2019Ad_plus-S_233,F,0.979499996,LF,0.020500001,
1417,2019Ad_plus-S_234,F,0.998899996,,0,
1356,2019Ad_plus-S_235,F,0.999899983,,0,
1366,2019Ad_plus-S_236,F,0.99849999,,0,
2250,2019Ad_plus-S_500,F,0.995000005,,0,
2251,2019Ad_plus-S_501,F,0.999800026,,0,
2252,2019Ad_plus-S_502,F,0.999899983,,0,
2253,2019Ad_plus-S_503,F,0.988499999,LF,0.0115,
2254,2019Ad_plus-S_504,F,0.997399986,,0,
2255,2019Ad_plus-S_505,F,0.99970001,,0,
2256,2019Ad_plus-S_506,F,0.959800005,LF,0.040199999,
2257,2019Ad_plus-S_507,F,0.749100029,LF,0.2509,
2258,2019Ad_plus-S_508,F,0.923399985,LF,0.0766,
2259,2019Ad_plus-S_509,F,0.998300016,,0,
2260,2019Ad_plus-S_510,F,0.979700029,LF,0.020300001,
2261,2019Ad_plus-S_511,F,0.977599978,LF,0.022399999,
2262,2019Ad_plus-W_001,W,1,,0,
2263,2019Ad_plus-W_002,W,1,,0,
2264,2019Ad_plus-W_003,W,1,,0,
2265,2019Ad_plus-W_004,W,1,,0,
2266,2019Ad_plus-W_005,F,0.999599993,,0,
2267,2019Ad_plus-W_006,W,1,,0,
2268,2019Ad_plus-W_007,W,1,,0,
2269,2019Ad_plus-W_008,W,1,,0,
2270,2019Ad_plus-W_009,W,1,,0,
2271,2019Ad_plus-W_010,F,0.774699986,LF,0.224299997,
2300,2019Ad_plus-W_011,W,1,,0,
2301,2019Ad_plus-W_012,W,1,,0,
2302,2019Ad_plus-W_013,W,1,,0,
2280,2020_ACHN_001,F,0.679199994,F,0.320800006,
2281,2020_ACHN_002,F,0.999300003,,0,
2282,2020_ACHN_003,F,0.998600006,,0,
2283,2020_ACHN_004,F,0.999800026,,0,
2284,2020_ACHN_005,F,0.995400012,,0,
2285,2020_ACHN_006,F,1,,0,
2318,2020_WAG_001,,0,,0,
2303,2020Ad_plus-F_001,F,0.999800026,,0,
2304,2020Ad_plus-F_002,F,0.999300003,,0,
2305,2020Ad_plus-F_003,F,1,,0,
2306,2020Ad_plus-F_004,F,1,,0,
2307,2020Ad_plus-F_005,F,0.961399972,S,0.038600001,
2308,2020Ad_plus-F_006,,0,,0,
2309,2020Ad_plus-F_007,,0,,0,
2310,2020Ad_plus-F_008,F,0.999899983,,0,
2311,2020Ad_plus-F_009,F,1,,0,
2312,2020Ad_plus-S_001,W,1,,0,
2313,2020Ad_plus-W_001,W,1,,0,
2314,2020Ad_plus-W_002,W,1,,0,
2315,2020Ad_plus-W_003,W,1,,0,
2316,2020Ad_plus-W_004,W,1,,0,
2317,2020Ad_plus-W_005,W,1,,0,
2286,2021_ACHN_001,F,0.998099983,,0,
2287,2021_ACHN_002,F,1,,0,
2288,2021_ACHN_003,F,0.995700002,,0,
2289,2021_ACHN_004,F,0.99940002,,0,
2290,2021_ACHN_005,F,1,,0,
2291,2021_ACHN_006,F,0.999899983,,0,
2292,2021_ACHN_007,F,1,,,
2294,2021Ad_plus-F_001,F,0.978699982,S,0.019300001,
2295,2021Ad_plus-F_002,F,1,,0,
2319,2022_ACHN_001,F,1,,0,
2320,2022_ACHN_002,F,1,,0,
2321,2022_ACHN_003,F,1,,0,
2322,2022_ACHN_004,F,1,,0,
2323,2022_ACHN_005,F,1,,0,
2324,2022_ACHN_006,F,1,,0,
2325,2022_ACHN_007,F,1,,0,
2326,2022_ACHN_008,F,1,,0,
2327,2022_ACHN_009,F,1,,0,
2328,2022_ACHN_010,F,1,,0,
2329,2022_ACHN_011,F,1,,0,
2330,2022_ACHN_012,,0,,0,Could not genotype
2331,2022_ACHN_013,F,1,,0,
2332,2022_ACHN_014,F,1,,0,
2333,2022_ACHN_015,F,1,,0,
2334,2022_ACHN_016,F,1,,0,
2335,2022_ACHN_017,F,1,,0,
2336,2022_ACHN_018,F,1,,0,
2337,2022_ACHN_019,F,1,,0,
2338,2022_ACHN_020,F,1,,0,
2339,2022_ACHN_021,,0,,0,Could not genotype
2340,2022_ACHN_022,,0,,0,Could not genotype
2341,2022_ACHN_023,F,1,,0,
2342,2022_ACHN_024,F,1,,0,
2343,2022_ACHN_025,F,1,,0,
2344,2022_ACHN_026,F,1,,0,
2345,2022_ACHN_027,F,1,,0,
2346,2022_ACHN_028,F,1,,0,
2347,2022_ACHN_029,F,1,,0,
2348,2022_ACHN_30,F,1,,0,
2350,2022_ACHN_31,F,1,,0,
2352,2023Ad_min-F_001,F,0.585699975,LF,0.414299995,
2356,2023Ad_min-F_002,F,0.763499975,LF,0.236399993,
2368,2023Ad_min-F_003,,0,,0,NA
2369,2023Ad_min-F_004,,0,,0,NA
2900,2023Ad_min-F_005,,0,,0,NA
2637,2023Ad_min-F_006,,0,,0,NA
2443,2023Ad_min-S_001,F,0.990999997,,,
2444,2023Ad_min-S_002,,0,,0,NA
2528,2023Ad_min-S_004,W,1,,,
2530,2023Ad_min-S_005,F,0.995800018,,,
2531,2023Ad_min-S_006,F,0.928900003,S,0.071000002,
2535,2023Ad_min-S_007,F,0.591199994,S,0.368800014,3rd Best Estimate LF; Probability 0.0401
2536,2023Ad_min-S_008,F,1,,,
2537,2023Ad_min-S_009,F,1,,,
2538,2023Ad_min-S_010,F,1,,,
2370,2023Ad_min-W_001,F,0.859700024,LF,0.140300006,
2737,2023Ad_min-W_002,F,0.635299981,LF,0.36469999,
2557,2023Ad_min-W_003,W,1,,,
2558,2023Ad_min-W_004,W,1,,,
2559,2023Ad_min-W_005,W,1,,,
2560,2023Ad_min-W_006,W,1,,,
2561,2023Ad_min-W_007,W,1,,,
2562,2023Ad_min-W_008,W,1,,,
2563,2023Ad_min-W_009,W,1,,,
2445,2023Ad_min-W_010,W,1,,,
2446,2023Ad_min-W_011,W,1,,,
2447,2023Ad_min-W_012,W,1,,,
2448,2023Ad_min-W_013,W,1,,,
2449,2023Ad_min-W_014,W,1,,,
2450,2023Ad_min-W_015,W,1,,,
2451,2023Ad_min-W_016,W,1,,,
2452,2023Ad_min-W_017,W,1,,,
2453,2023Ad_min-W_018,W,1,,,
2454,2023Ad_min-W_019,W,1,,,
2455,2023Ad_min-W_020,W,1,,,
2456,2023Ad_min-W_021,W,1,,,
2457,2023Ad_min-W_022,W,1,,,
2597,2023Ad_min-W_023,W,1,,,
2599,2023Ad_min-W_024,W,1,,,
2378,2023Ad_plus-F_001,F,1,,0,
2379,2023Ad_plus-F_002,F,0.999300003,,0,
2380,2023Ad_plus-F_003,F,0.99970001,,,
2381,2023Ad_plus-F_004,F,0.999800026,,,
2382,2023Ad_plus-F_005,F,0.974799991,S,0.025,
2383,2023Ad_plus-F_006,F,0.990999997,,0,
2384,2023Ad_plus-F_007,F,0.879199982,LF,0.119199999,
2385,2023Ad_plus-F_008,F,0.989000022,S,0.0105,
2386,2023Ad_plus-F_011,F,1,,,
2387,2023Ad_plus-F_012,F,0.999499977,,,
2388,2023Ad_plus-F_013,F,0.999800026,,,
2389,2023Ad_plus-F_014,F,1,,,
2390,2023Ad_plus-F_015,F,0.993300021,,,
2391,2023Ad_plus-F_016,F,0.787199974,LF,0.165099993,3rd Best Estimate S; Probability 0.0477
2392,2023Ad_plus-F_017,F,0.999899983,,,
2393,2023Ad_plus-F_018,F,0.999800026,,,
2394,2023Ad_plus-F_019,F,0.999800026,,,
2395,2023Ad_plus-F_020,F,0.886300027,LF,0.111000001,
2396,2023Ad_plus-F_021,F,0.995800018,,0,
2438,2023Ad_plus-F_022,LF,0.597299993,F,0.400900006,
2397,2023Ad_plus-F_023,F,0.998700023,,,
2398,2023Ad_plus-F_024,F,0.869599998,LF,0.130400002,
2440,2023Ad_plus-F_025,,,,,NA
2439,2023Ad_plus-F_026,S,0.942900002,F,0.057100002,
2399,2023Ad_plus-F_027,F,0.995899975,,,
2400,2023Ad_plus-F_028,F,0.99970001,,,
2401,2023Ad_plus-F_029,F,0.91049999,LF,0.089400001,
2402,2023Ad_plus-F_030,F,0.999300003,,,
2403,2023Ad_plus-F_031,F,0.890100002,S,0.1096,
2404,2023Ad_plus-F_032,F,0.999100029,,,
2405,2023Ad_plus-F_033,F,0.976199985,LF,0.023800001,
2406,2023Ad_plus-F_034,F,1,,,
2407,2023Ad_plus-F_035,F,1,,,
2408,2023Ad_plus-F_036,F,0.995700002,,,
2409,2023Ad_plus-F_037,F,0.707400024,S,0.292199999,
2410,2023Ad_plus-F_038,F,0.935299993,LF,0.064599998,
2411,2023Ad_plus-F_039,F,1,,,
2412,2023Ad_plus-F_040,F,1,,,
2413,2023Ad_plus-F_041,F,0.999300003,,,
2441,2023Ad_plus-F_042,S,0.592700005,F,0.407000005,
2442,2023Ad_plus-F_043,,,,,NA
2414,2023Ad_plus-F_044,F,0.969500005,LF,0.030099999,
2415,2023Ad_plus-F_045,F,0.999300003,,,
2416,2023Ad_plus-F_046,F,0.999100029,,,
2417,2023Ad_plus-F_047,F,0.999899983,,,
2418,2023Ad_plus-F_048,F,1,,,
2419,2023Ad_plus-F_049,F,0.99940002,,,
2420,2023Ad_plus-F_050,F,0.5898,S,0.408600003,
2421,2023Ad_plus-F_051,F,0.999899983,,,
2422,2023Ad_plus-F_052,F,0.99940002,,,
2423,2023Ad_plus-F_053,F,1,,,
2424,2023Ad_plus-F_054,F,0.995400012,,,
2425,2023Ad_plus-F_055,F,0.988200009,LF,0.0114,
2426,2023Ad_plus-F_056,F,0.761699975,LF,0.2289,
2427,2023Ad_plus-F_057,F,0.999499977,,,
2428,2023Ad_plus-F_058,F,0.99940002,,,
2429,2023Ad_plus-F_059,F,0.979499996,LF,0.020400001,
2430,2023Ad_plus-F_060,F,0.999899983,,,
2431,2023Ad_plus-F_061,F,0.990800023,,,
2432,2023Ad_plus-F_062,F,0.999300003,,,
2433,2023Ad_plus-F_063,F,0.85650003,LF,0.1435,
2434,2023Ad_plus-F_064,F,1,,,
2435,2023Ad_plus-F_065,F,0.99970001,,,
2436,2023Ad_plus-F_066,F,0.996599972,,,
2437,2023Ad_plus-F_067,F,0.982900023,S,0.0094,
2766,2023Ad_plus-F_068,F,0.997600019,,,
2765,2023Ad_Plus-F_069,F,0.999899983,,,
2786,2023Ad_plus-F_070,S,0.817399979,F,0.140799999,3rd Best Estimate lf; Probability 0.0418
2787,2023Ad_plus-F_071,LF,0.954400003,F,0.045600001,
2767,2023Ad_plus-F_072,F,0.990499973,,,
2768,2023Ad_plus-F_073,F,0.999300003,,,
2769,2023Ad_plus-F_074,F,0.999800026,,,
2770,2023Ad_plus-F_075,F,1,,,
2771,2023Ad_plus-F_076,F,0.997900009,,,
2772,2023Ad_plus-F_077,F,0.989099979,LF,0.0109,
2773,2023Ad_plus-F_078,F,0.99150002,,,
2774,2023Ad_plus-F_079,F,0.999000013,,,
2775,2023Ad_plus-F_080,F,0.977900028,LF,0.0221,
2776,2023Ad_plus-F_081,F,0.984799981,LF,0.0152,
2785,2023Ad_plus-F_082,S,0.950100005,LF,0.043400001,3rd Best Estimate S; Probability 0.5927
2777,2023Ad_plus-F_083,F,0.995800018,,,
2788,2023Ad_plus-F_084,LF,0.55309999,F,0.44690001,
2778,2023Ad_plus-F_085,F,0.996599972,,,
2779,2023Ad_plus-F_086,F,0.995700002,,,
2780,2023Ad_plus-F_087,F,0.999899983,,,
2781,2023Ad_plus-F_088,F,0.99180001,,,
2789,2023Ad_plus-F_089,LF,0.678300023,S,0.270599991,3rd Best Estimate F; Probability 0.0511
2782,2023Ad_plus-F_090,F,0.99849999,,,
2783,2023Ad_plus-F_091,F,0.999100029,,,
2784,2023Ad_plus-F_092,F,0.965699971,LF,0.034299999,
2790,2023Ad_plus-F_093,F,0.99970001,,,
2792,2023Ad_plus-F_094,F,0.99970001,,,
2793,2023Ad_plus-F_095,F,1,,,
2795,2023Ad_plus-F_096,LF,0.678300023,F,0.321700007,
2794,2023Ad_plus-F_097,F,0.578800023,LF,0.421200007,
2796,2023Ad_plus-F_098,F,0.997200012,,,
2797,2023Ad_plus-F_099,F,0.986100018,S,0.0137,
2798,2023Ad_plus-F_100,F,0.99849999,,,
2799,2023Ad_plus-F_101,F,0.999100029,,,
2800,2023Ad_plus-F_102,F,0.996800005,,,
2801,2023Ad_plus-F_103,F,0.999800026,,,
2802,2023Ad_plus-F_104,F,0.996800005,,,
2803,2023Ad_plus-F_105,F,0.841400027,LF,0.158500001,
2804,2023Ad_plus-F_106,F,1,,,
2805,2023Ad_plus-F_107,F,0.972599983,S,0.016899999,3rd Best Estimate LF; Probability 0.0104
2806,2023Ad_plus-F_108,F,0.999300003,,,
2807,2023Ad_plus-F_109,F,0.998700023,,,
2808,2023Ad_plus-F_110,F,0.988799989,LF,0.0112,
2809,2023Ad_plus-F_111,F,1,,,
2810,2023Ad_plus-F_112,F,1,,,
2811,2023Ad_plus-F_113,F,0.996699989,,,
2812,2023Ad_plus-F_114,F,0.92750001,LF,0.072300002,
2813,2023Ad_plus-F_115,F,1,,,
